business_name,country,city,zone,reason,matched_existing_record,matched_source_file,source_url
José Antonio,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.joseantonio.com.pe/,,https://www.openstreetmap.org/way/416304156
Munisalud San Borja,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/416304605
Hospital de La Humanidad Sur,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.humanidadsalud.com/,,https://www.openstreetmap.org/way/429401693
Notaría Urrutia,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.notariaurrutia.com.pe/,,https://www.openstreetmap.org/way/434789862
Las Canastas Miraflores,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.lascanastas.com/,,https://www.openstreetmap.org/way/435185148
Pescados Capitales,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.pescadoscapitales.com/,,https://www.openstreetmap.org/way/435196861
Punto Marino,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://puntomarino.com/,,https://www.openstreetmap.org/way/435197714
Sachún,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435197715
Rason,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.rasson.com.pe/,,https://www.openstreetmap.org/way/435319545
El Mercado,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.rafaelosterling.pe/es/el-mercado.html,,https://www.openstreetmap.org/way/435319546
La Preferida La Mar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.restaurantelapreferida.com/index.php,,https://www.openstreetmap.org/way/435319548
La Bodega de la Trattoria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://labodegadelatrattoria.com/,,https://www.openstreetmap.org/way/435325973
Sabor Pez,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435341455
Alfresco: Pescados,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435344459
Hanzo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://hanzo.com.pe/,,https://www.openstreetmap.org/way/435346081
El Pichito,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.elpichito.pe,,https://www.openstreetmap.org/way/435362245
Gladys,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435388433
Chifa Express,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435392439
Mr. Sushi,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435392441
Tai-I vegetariano,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435677046
Morelia,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://morelia.pe/,,https://www.openstreetmap.org/way/435682725
Restaurante La Tranquera,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.restaurantelatranquera.com/,,https://www.openstreetmap.org/way/435682726
Señor Limón,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://senorlimon.com/,,https://www.openstreetmap.org/way/435684439
La Gorda,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435685818
Punto Marisko,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.puntomarisko.com/,,https://www.openstreetmap.org/way/435695415
La Casa del Ceviche,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435709535
Pizzeria Tockyn,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435709536
El Fogón,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.tradicioneselfogon.com/,,https://www.openstreetmap.org/way/435709542
Tip Top,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.tiptop.com.pe/,,https://www.openstreetmap.org/way/435710204
Carnal Prime Steakhouse,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.carnalprime.com/,,https://www.openstreetmap.org/way/435710338
El Señorio de Sulco,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.senoriodesulco.com,,https://www.openstreetmap.org/way/435713846
Edo Sushi Bar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://edosushibar.com/,,https://www.openstreetmap.org/way/435716700
Taiken Sushi Lounge,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/435716702
Chifa Palacio,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.chifapalacio.com.pe/,,https://www.openstreetmap.org/way/435841451
Baco y Vaca,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://bacoyvaca.pe/,,https://www.openstreetmap.org/way/436257380
Chifa Haiya,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436290273
El Chinito,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://elchinito.com.pe/locales.html,,https://www.openstreetmap.org/way/436300790
Don Belisario,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436304460
Familia Chicken House,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436448706
Piqo's,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436456536
La Pagoda,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436465809
Pappas Grill,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436483326
Restaurant Chifa Asia,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436570285
Las Tinajas,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://lastinajas.pe/,,https://www.openstreetmap.org/way/436570373
Mis Costillas,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.miscostillitas.com/,,https://www.openstreetmap.org/way/436572143
Mary Punto,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436581959
Clinica del INCA,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.inca.org.pe,,https://www.openstreetmap.org/way/436592962
Don Mamino,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.donmamino.com/,,https://www.openstreetmap.org/way/436592963
El Sillar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.restauranteelsillar.com/,,https://www.openstreetmap.org/way/436593037
Pancho Cavero,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.panchovavero.com,,https://www.openstreetmap.org/way/436608998
Los Yutes,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436609392
Moche,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.restaurantemoche.com.pe/,,https://www.openstreetmap.org/way/436632175
Chifa Hou Wha,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://chifahouwha.com.pe/,,https://www.openstreetmap.org/way/436738984
Las Delicias,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.juguerialasdelicias.com/,,https://www.openstreetmap.org/way/436743176
Mi Causa,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436743177
Wasabi,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.wasabi.pe/,,https://www.openstreetmap.org/way/436746389
Centro Medico Municipal Santa Cruz,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436746393
Centro Médico Las Palmeras,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436781698
Corralito,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436787781
La Casa de España,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.lacasadeespana.com,,https://www.openstreetmap.org/way/436788647
Chifa Internacional,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.chifainternacional.com/,,https://www.openstreetmap.org/way/436795242
La Bodega de la Trattoria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://labodegadelatrattoria.com/,,https://www.openstreetmap.org/way/436797581
Elit,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.elitodontologico.com,,https://www.openstreetmap.org/way/436905811
Chifa Dragon,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436924639
La Concha Nostra,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/436924642
La Fara,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/437313863
El Pez On,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://elpez-on.com/,,https://www.openstreetmap.org/way/437328680
Panda Garden,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.pandagarden.pe/,,https://www.openstreetmap.org/way/437347948
La Chalupa,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/437353137
Asakusa Sushi Bar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/437375626
Policlínico Próceres,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/437382370
